,client_id,transaction_volume,correspondant_name,correspondant_bank_name,date,direction
4492,8,15000,Köppe G.M.B.H.,SANTANDER,2018-07-15,out
4493,58,35000,Falkenberg & Oltmanns AG und Co. KG,REVOLUT,2021-09-18,in
4494,29,29000,Zenker & Buck GmbH,WISE,2020-04-21,in
4495,25,16000,PfaffGesellschaft M.B.H.,SANTANDER,2019-04-05,out
4496,33,39000,Fels G.M.B.H.,DEUTSCHE BANK,2020-11-15,out
4497,9,42000,Lachmann A.G.,SANTANDER,2020-07-15,out
4498,42,33000,Reimer K.G.,COMMERZBANK,2020-06-23,out
4499,36,43000,Weigel und Hilger AG und Co. KG,DEUTSCHE BANK,2021-01-08,in
4500,65,43000,FritschGesellschaft mbH,N26,2018-02-27,in
4501,58,41000,Giese und Schönherr A.G. & Co. KG,COMMERZBANK,2020-06-17,in
4502,58,21000,Lemmer GmbH u. Co. KG,REVOLUT,2019-09-17,in
4503,57,29000,Boller GmbH u. Co. KG,REVOLUT,2020-09-06,out
4504,20,27000,PfauKommanditgesellschaft,DEUTSCHE BANK,2019-12-18,out
4505,50,24000,DinterOffene Handelsgesellschaft,COMMERZBANK,2018-06-14,out
4506,19,20000,Fetzer O.H.G,WISE,2019-11-21,out
4507,56,16000,Seger & Reinartz GmbH u. Co. KG,COMMERZBANK,2018-03-20,in
4508,92,41000,Kirsch K.G,COMMERZBANK,2018-08-08,out
4509,8,47000,Wachter Offene Handelsgesellschaft,SANTANDER,2019-08-10,out
4510,29,43000,Angermann AG,SANTANDER,2021-01-28,out
4511,22,40000,Salomon und Haake AG u. Co. KG,DEUTSCHE BANK,2020-12-28,out
4512,13,38000,Kügler & Liedtke AG & Co. KG,DEUTSCHE BANK,2019-08-03,out
4513,24,36000,Rautenberg K.G,REVOLUT,2020-08-13,out
4514,14,28000,Bruns u. Behrends AG & Co. KG,REVOLUT,2020-02-08,in
4515,72,21000,Hardt Offene Handelsgesellschaft,COMMERZBANK,2018-12-17,out
4516,25,12000,Klotz GMBH,REVOLUT,2020-07-17,in
4517,28,34000,Keitel G.m.b.H.,SANTANDER,2019-04-02,out
4518,44,12000,Eberle AG,SANTANDER,2021-02-21,out
4519,21,26000,Sauermann A.G,N26,2020-08-27,in
4520,80,29000,Ullrich und Knuth Gesellschaft mbH,DEUTSCHE BANK,2019-07-21,out
4521,58,18000,Speck GMBH,DEUTSCHE BANK,2020-03-30,out
4522,26,10000,Platz A.G. & Co. KG,N26,2020-04-03,out
4523,47,37000,Schanz AG und Co. KG,COMMERZBANK,2019-04-13,in
4524,93,19000,Schimpf & Hess GMBH,SANTANDER,2020-01-03,in
4525,68,35000,Kothe AG u. Co. KG,SANTANDER,2020-10-15,in
4526,6,23000,Thiel AG und Co. KG,REVOLUT,2019-07-16,out
4527,91,18000,Köppen A.G.,COMMERZBANK,2018-07-08,out
4528,34,40000,Leis AG,N26,2019-07-23,in
4529,69,35000,Storck A.G. & Co. KG,SANTANDER,2019-02-26,in
4530,92,10000,Sorg & Schiele AG,DEUTSCHE BANK,2018-05-25,in
4531,53,15000,John A.G.,WISE,2021-08-13,in
4532,45,39000,Klotz O.H.G.,DEUTSCHE BANK,2020-07-05,in
4533,18,23000,Dahms GMBH,COMMERZBANK,2019-12-08,in
4534,27,24000,Kraus GmbH und Co. KG,SANTANDER,2018-04-23,out
4535,8,48000,Hell u. Völker AG und Co. KG,SANTANDER,2018-09-12,out
4536,60,45000,Kamps GmbH & Co. KG,SANTANDER,2021-04-29,out
4537,31,41000,Günther A.G,SANTANDER,2018-08-03,in
4538,1,34000,Eibl G.M.B.H.,REVOLUT,2018-04-03,in
4539,94,47000,Matthies AG,N26,2020-11-27,out
4540,83,32000,Lipp AG & Co. KG,SANTANDER,2020-01-06,in
4541,25,50000,Mehler K.G.,N26,2019-02-17,in
4542,2,19000,Löser und Nußbaum GmbH u. Co. KG,N26,2019-06-04,out
4543,45,41000,Linder KG,COMMERZBANK,2020-12-18,out
4544,13,36000,Schubert AG u. Co. KG,DEUTSCHE BANK,2020-05-08,out
4545,50,45000,Mattes und Bachmann K.G,DEUTSCHE BANK,2018-09-28,in
4546,80,29000,Renner & Wildner AG & Co. KG,COMMERZBANK,2021-07-22,in
4547,92,18000,Früh O.H.G,WISE,2021-06-17,in
4548,17,39000,Winkel Aktiengesellschaft,COMMERZBANK,2018-05-01,in
4549,29,40000,Brück und KöllingOffene Handelsgesellschaft,DEUTSCHE BANK,2020-02-12,in
4550,77,40000,Freier u. Pütz GmbH und Co. KG,COMMERZBANK,2021-05-20,out
4551,9,10000,Brandner G.m.b.H.,DEUTSCHE BANK,2019-07-21,in
4552,10,11000,Stratmann GMBH,WISE,2020-05-28,in
4553,98,45000,Kellermann GMBH,SANTANDER,2021-08-05,out
4554,46,23000,Straßer AG,REVOLUT,2019-02-04,in
4555,81,24000,Neubert AG u. Co. KG,WISE,2018-12-26,out
4556,55,18000,Schwenk & Hiller Gesellschaft M.B.H.,SANTANDER,2019-06-09,out
4557,12,45000,Edler O.H.G,COMMERZBANK,2020-01-28,out
4558,23,45000,Olschewski AG und Co. KG,SANTANDER,2020-04-17,in
4559,49,43000,Voges & Reichel AG u. Co. KG,DEUTSCHE BANK,2020-12-17,out
4560,44,10000,Maaß OHG,REVOLUT,2021-02-13,out
4561,23,18000,Heisig Offene Handelsgesellschaft,WISE,2018-06-24,out
4562,66,22000,Hähnel K.G,N26,2021-07-25,out
4563,19,26000,Fetzer O.H.G,N26,2021-12-08,in
4564,81,40000,Sturm & Risse Kommanditgesellschaft,COMMERZBANK,2021-06-14,in
4565,73,34000,Repp A.G. & Co. KG,N26,2019-06-11,out
4566,43,36000,Hager GmbH u. Co. KG,SANTANDER,2019-04-05,in
4567,44,10000,Eberle AG,DEUTSCHE BANK,2020-03-26,out
4568,9,23000,Linnemann AG,COMMERZBANK,2021-08-30,out
4569,64,39000,Neuberger u. Schweigert K.G.,N26,2019-08-03,out
4570,22,12000,Kliem KG,COMMERZBANK,2018-11-20,out
4571,60,22000,Kamps GmbH & Co. KG,SANTANDER,2021-08-17,in
4572,70,46000,Meiners u. Katzer GmbH & Co. KG,COMMERZBANK,2020-09-08,in
4573,97,12000,Reisch und Eckhoff AG u. Co. KG,REVOLUT,2019-09-17,out
4574,83,20000,Hielscher u. Götze A.G,SANTANDER,2021-08-18,out
4575,85,33000,Pohle & Stang G.M.B.H.,COMMERZBANK,2020-04-15,out
4576,54,47000,Marschner GmbH u. Co. KG,N26,2018-10-28,in
4577,89,19000,SchottGesellschaft M.B.H.,N26,2019-10-06,in
4578,22,17000,Niedermeier u. Weirich O.H.G.,REVOLUT,2018-12-11,in
4579,76,40000,Stracke u. Steinmann GmbH & Co. KG,DEUTSCHE BANK,2018-11-26,in
4580,43,29000,Hörner A.G,SANTANDER,2019-12-03,out
4581,39,35000,Kehrer KG,SANTANDER,2020-03-22,in
4582,58,16000,Fix AG u. Co. KG,N26,2021-07-19,out
4583,38,50000,Rosin AG,SANTANDER,2019-07-04,out
4584,14,13000,Paul G.m.b.H.,DEUTSCHE BANK,2018-12-15,out
4585,69,48000,Niemann und Laube GmbH,DEUTSCHE BANK,2020-05-11,out
4586,60,31000,Kamps GmbH & Co. KG,DEUTSCHE BANK,2018-01-30,out
4587,71,41000,Walz GmbH & Co. KG,DEUTSCHE BANK,2018-10-24,out
4588,61,34000,Schmitz O.H.G.,DEUTSCHE BANK,2020-05-05,in
4589,43,16000,Böhler GmbH,COMMERZBANK,2019-02-19,out
4590,98,49000,List GmbH und Co. KG,REVOLUT,2021-04-26,out
4591,77,29000,Wildner K.G.,N26,2021-04-15,out
4592,3,30000,Beyer GmbH u. Co. KG,DEUTSCHE BANK,2021-11-26,out
4593,71,39000,Dold G.m.b.H.,N26,2020-11-12,out
4594,37,23000,Fleckenstein AG,WISE,2021-01-20,in
4595,54,10000,Lutter A.G.,DEUTSCHE BANK,2020-09-16,out
4596,1,30000,Kowalski und HellmichKommanditgesellschaft,DEUTSCHE BANK,2020-05-17,in
4597,66,46000,Feige und Siegmund G.m.b.H.,SANTANDER,2020-07-10,in
4598,42,33000,Bosse K.G,DEUTSCHE BANK,2021-04-09,in
4599,24,16000,Leonhard u. Thum A.G,WISE,2020-08-01,in
4600,49,31000,Quast GmbH & Co. KG,COMMERZBANK,2018-01-11,out
4601,92,44000,Redlich GmbH & Co. KG,SANTANDER,2020-10-16,out
4602,54,43000,Sedlmeier A.G.,SANTANDER,2021-12-03,out
4603,53,29000,Grunert A.G.,COMMERZBANK,2020-04-27,in
4604,90,12000,Kupka AG & Co. KG,SANTANDER,2018-09-28,out
4605,99,13000,Ammon GmbH u. Co. KG,REVOLUT,2019-04-19,out
4606,13,28000,Schubert AG u. Co. KG,COMMERZBANK,2020-08-19,in
4607,45,26000,Seifert & Bähr AG und Co. KG,COMMERZBANK,2020-04-07,out
4608,8,19000,Stöber und Heise Gesellschaft mit beschränkter Haftung,WISE,2020-11-03,out
4609,88,33000,Tischler und Schmieder AG & Co. KG,SANTANDER,2018-02-19,out
4610,68,45000,Kowalski und Köppe K.G.,SANTANDER,2021-03-17,out
4611,58,28000,Speck GMBH,SANTANDER,2021-04-05,in
4612,54,39000,Frei A.G. & Co. KG,WISE,2020-03-17,in
4613,41,20000,Meister AG & Co. KG,SANTANDER,2020-01-13,out
4614,87,48000,Ruppert K.G,DEUTSCHE BANK,2020-06-28,out
4615,32,14000,Krupp u. Möhle AG,DEUTSCHE BANK,2020-09-16,in
4616,54,38000,Langenbach AG u. Co. KG,N26,2021-05-06,in
4617,48,28000,Hau A.G. & Co. KG,SANTANDER,2019-11-20,in
4618,97,37000,Wittenberg und Kaps K.G,COMMERZBANK,2019-01-26,in
4619,11,43000,Rutz u. Blessing A.G,N26,2018-01-31,out
4620,28,32000,Keitel G.m.b.H.,WISE,2020-02-10,in
4621,9,31000,Wein G.m.b.H.,SANTANDER,2018-04-18,in
4622,5,45000,Wagner & ThöneGesellschaft M.B.H.,SANTANDER,2020-12-14,in
4623,45,24000,Schimmel A.G. & Co. KG,REVOLUT,2021-02-28,out
4624,60,13000,Kamps GmbH & Co. KG,SANTANDER,2019-09-23,in
4625,29,46000,Angermann AG,WISE,2018-06-27,out
4626,74,12000,Scheuermann A.G. & Co. KG,DEUTSCHE BANK,2019-05-16,out
4627,45,13000,Steinhauser und Fiebig A.G. & Co. KG,SANTANDER,2020-08-08,in
4628,58,24000,Welker & JanzenGesellschaft mbH,SANTANDER,2021-09-25,out
4629,10,46000,Raasch & Reil K.G,COMMERZBANK,2019-08-10,out
4630,99,39000,Weishaupt GmbH u. Co. KG,COMMERZBANK,2020-10-15,in
4631,41,12000,Rösch GmbH & Co. KG,SANTANDER,2021-06-02,out
4632,60,12000,Kehr A.G,COMMERZBANK,2018-04-06,out
4633,55,20000,Stach OHG,SANTANDER,2021-12-28,in
4634,43,37000,Junker AG & Co. KG,DEUTSCHE BANK,2020-02-18,in
4635,34,18000,Selzer AG & Co. KG,SANTANDER,2019-02-16,out
4636,8,24000,Stöber und Heise Gesellschaft mit beschränkter Haftung,COMMERZBANK,2019-08-13,in
4637,15,20000,Flick AG & Co. KG,DEUTSCHE BANK,2018-12-25,in
4638,31,39000,Debus und Witzke GmbH u. Co. KG,SANTANDER,2019-11-12,in
4639,48,20000,Scholze u. Schillinger OHG,SANTANDER,2021-09-20,out
4640,43,20000,Polzin Gesellschaft mit beschränkter Haftung,WISE,2019-08-28,out
4641,49,37000,Reuther und Kick OHG,COMMERZBANK,2020-11-08,in
4642,60,45000,Reinke G.m.b.H.,N26,2021-09-08,in
4643,46,50000,Straßer AG,SANTANDER,2018-03-11,in
4644,21,37000,Sauer GmbH und Co. KG,REVOLUT,2021-03-05,out
4645,54,50000,Fuhrmann AG,DEUTSCHE BANK,2021-03-15,out
4646,4,11000,Grabow GmbH & Co. KG,COMMERZBANK,2019-02-18,in
4647,79,26000,Radloff A.G.,COMMERZBANK,2020-05-31,out
4648,11,50000,Diedrich Gesellschaft M.B.H.,SANTANDER,2020-10-15,in
4649,63,21000,Scheid A.G. & Co. KG,COMMERZBANK,2021-01-17,in
4650,97,14000,Wittenberg und Kaps K.G,REVOLUT,2020-07-20,out
4651,100,16000,Buchner A.G.,SANTANDER,2018-01-12,out
4652,55,24000,Stach OHG,WISE,2018-05-30,in
4653,27,42000,Kaiser und Mathes AG,WISE,2020-08-06,out
4654,90,20000,Willer AG u. Co. KG,DEUTSCHE BANK,2019-02-09,in
4655,36,34000,Edler und Fuhr Gesellschaft mbH,N26,2019-12-06,in
4656,66,25000,Sommerfeld K.G,REVOLUT,2021-11-26,out
4657,33,15000,Schaarschmidt AG u. Co. KG,REVOLUT,2021-05-08,out
4658,67,11000,Hell AG,SANTANDER,2021-12-19,out
4659,89,13000,SchottGesellschaft M.B.H.,COMMERZBANK,2020-10-29,in
4660,58,30000,Grunewald K.G.,SANTANDER,2019-02-02,in
4661,55,36000,Oltmanns G.M.B.H.,COMMERZBANK,2020-11-13,in
4662,90,26000,SieglKommanditgesellschaft,N26,2019-07-29,in
4663,37,35000,Moosmann KG,WISE,2021-08-23,in
4664,68,42000,Henseler GmbH & Co. KG,COMMERZBANK,2020-12-17,in
4665,14,30000,Büsing O.H.G.,SANTANDER,2019-11-26,in
4666,53,25000,Knoch A.G.,COMMERZBANK,2018-08-29,in
4667,76,47000,Faber OHG,DEUTSCHE BANK,2020-02-24,out
4668,33,15000,Hunger A.G,COMMERZBANK,2018-05-28,in
4669,22,43000,Prüfer G.M.B.H.,WISE,2020-02-19,in
4670,12,43000,Edler O.H.G,DEUTSCHE BANK,2020-12-05,out
4671,97,45000,Wittenberg und Kaps K.G,N26,2020-11-24,in
4672,14,24000,Büsing O.H.G.,SANTANDER,2020-07-01,out
4673,9,32000,Wein G.m.b.H.,N26,2021-12-24,out
4674,63,17000,Bitzer Kommanditgesellschaft,DEUTSCHE BANK,2020-01-06,out
4675,72,17000,Pech GmbH und Co. KG,DEUTSCHE BANK,2021-08-31,out
4676,41,31000,Ullrich A.G.,DEUTSCHE BANK,2020-08-04,out
4677,36,20000,Heine Kommanditgesellschaft,COMMERZBANK,2019-03-12,out
4678,30,42000,Kretz Gesellschaft mbH,COMMERZBANK,2018-02-11,in
4679,50,49000,Stockmann u. Kölling GmbH & Co. KG,SANTANDER,2018-03-24,in
4680,51,18000,Schweiger & Kehr G.M.B.H.,COMMERZBANK,2018-07-01,out
4681,81,15000,Hellmuth u. Rauscher AG und Co. KG,COMMERZBANK,2018-07-14,out
4682,64,44000,Krone K.G.,N26,2018-08-22,in
4683,8,21000,Stöber und Heise Gesellschaft mit beschränkter Haftung,N26,2019-01-13,in
4684,5,18000,Naujoks GmbH & Co. KG,N26,2019-09-15,out
4685,93,46000,Mertens & Franz Gesellschaft mbH,DEUTSCHE BANK,2021-07-16,in
4686,36,26000,Funk K.G,WISE,2020-06-08,out
4687,18,21000,Pauly & Scheck A.G.,DEUTSCHE BANK,2018-09-26,in
4688,24,11000,Licht GMBH,N26,2020-05-20,out
4689,63,46000,Sebastian u. Steigerwald K.G.,DEUTSCHE BANK,2020-07-03,out
4690,76,10000,Scheffler & Behrendt G.M.B.H.,SANTANDER,2019-08-15,in
4691,50,34000,Kutz AG & Co. KG,REVOLUT,2019-05-01,out
4692,41,49000,Lippold AG u. Co. KG,DEUTSCHE BANK,2021-08-01,out
4693,99,26000,Knoblauch A.G,DEUTSCHE BANK,2018-10-20,in
4694,73,16000,Orth G.m.b.H.,DEUTSCHE BANK,2019-05-07,in
4695,78,35000,Dehn und Friebe O.H.G.,DEUTSCHE BANK,2020-10-03,in
4696,38,15000,Rose AG u. Co. KG,WISE,2019-11-25,in
4697,39,33000,Streit Gesellschaft mbH,WISE,2021-04-16,in
4698,58,10000,Strack & Knoll G.M.B.H.,SANTANDER,2019-09-30,in
4699,8,24000,Redlich G.M.B.H.,DEUTSCHE BANK,2021-03-04,in
4700,78,11000,Grimm & StaigerGesellschaft mit beschränkter Haftung,WISE,2019-02-27,in
4701,86,32000,Knecht A.G,COMMERZBANK,2018-05-12,out
4702,61,46000,HagelOffene Handelsgesellschaft,N26,2019-03-18,in
4703,45,34000,Schimmel A.G. & Co. KG,SANTANDER,2021-09-15,out
4704,31,42000,Henkel GmbH und Co. KG,WISE,2020-06-24,out
4705,22,48000,Westhoff A.G,N26,2021-08-24,in
4706,62,33000,Schillinger O.H.G,COMMERZBANK,2019-09-25,in
4707,25,43000,Stecher K.G,DEUTSCHE BANK,2019-10-22,out
4708,40,23000,Voss AG und Co. KG,COMMERZBANK,2019-02-20,in
4709,94,15000,Matthies AG,REVOLUT,2020-05-26,in
4710,60,40000,Luft OHG,SANTANDER,2019-01-05,in
4711,73,28000,Bäuerle GmbH,COMMERZBANK,2021-04-06,in
4712,29,10000,Kleinhans GmbH u. Co. KG,REVOLUT,2021-04-08,out
4713,60,13000,Kamps GmbH & Co. KG,N26,2021-09-14,in
4714,90,36000,Offermann KG,DEUTSCHE BANK,2020-08-19,in
4715,56,16000,Seger & Reinartz GmbH u. Co. KG,N26,2021-07-25,out
4716,56,50000,Seger & Reinartz GmbH u. Co. KG,WISE,2018-07-04,out
4717,78,20000,Dehn und Friebe O.H.G.,SANTANDER,2019-12-03,out
4718,70,17000,Nau GmbH u. Co. KG,WISE,2021-02-21,out
4719,81,25000,Scheibe AG & Co. KG,COMMERZBANK,2021-09-08,out
4720,86,13000,GlaserGesellschaft mbH,WISE,2020-05-06,in
4721,55,12000,Jünemann & Schwartz O.H.G,COMMERZBANK,2021-02-03,out
4722,22,27000,Licht G.m.b.H.,COMMERZBANK,2020-12-02,in
4723,77,15000,Rausch GmbH & Co. KG,COMMERZBANK,2018-11-28,in
4724,84,27000,HausmannGesellschaft M.B.H.,REVOLUT,2019-11-16,out
4725,7,36000,Roloff GmbH u. Co. KG,COMMERZBANK,2021-06-26,out
4726,32,46000,Krupp u. Möhle AG,N26,2018-02-11,out
4727,68,47000,Englert u. GörtzKommanditgesellschaft,SANTANDER,2018-12-23,out
4728,56,14000,Nolte OHG,WISE,2020-11-18,in
4729,88,32000,Janik A.G.,SANTANDER,2020-10-22,out
4730,49,23000,Bohlmann und Schoch GmbH u. Co. KG,DEUTSCHE BANK,2021-03-23,in
4731,19,40000,Fetzer O.H.G,COMMERZBANK,2019-10-18,out
4732,65,12000,Schöning AG und Co. KG,REVOLUT,2018-11-29,out
4733,7,10000,Abt Aktiengesellschaft,SANTANDER,2021-12-03,in
4734,79,38000,Obst O.H.G,COMMERZBANK,2019-08-16,out
4735,41,16000,Diederichs & Rasch GmbH und Co. KG,DEUTSCHE BANK,2021-09-11,in
4736,16,15000,Grabowski & Schmalz K.G,N26,2020-03-30,in
4737,47,28000,Schießl OHG,SANTANDER,2019-08-21,out
4738,30,35000,Nehls und Wedel A.G.,SANTANDER,2019-12-18,in
4739,53,40000,Rech u. Beutler AG & Co. KG,N26,2018-05-16,in
4740,8,18000,Stöber und Heise Gesellschaft mit beschränkter Haftung,WISE,2019-01-19,out
4741,58,33000,Fick und Rehbein OHG,REVOLUT,2019-11-28,in
4742,45,26000,Berberich Gesellschaft M.B.H.,SANTANDER,2020-03-01,out
4743,27,49000,Scholten und Eberhard GmbH und Co. KG,DEUTSCHE BANK,2018-01-23,in
4744,92,29000,Hintz O.H.G,SANTANDER,2019-11-20,in
4745,2,37000,Thiele & Hammes GmbH & Co. KG,N26,2020-02-03,in
4746,47,26000,Reichart AG und Co. KG,DEUTSCHE BANK,2019-05-06,out
4747,96,21000,Andresen und Mücke GmbH & Co. KG,COMMERZBANK,2018-04-17,out
4748,35,40000,Langer u. Weiner AG & Co. KG,N26,2020-09-22,out
4749,59,44000,Kimmel und Pfeffer O.H.G.,DEUTSCHE BANK,2018-07-26,out
4750,52,21000,Daub und VolkertKommanditgesellschaft,SANTANDER,2021-09-01,in
4751,75,26000,Hensel und Olschewski AG und Co. KG,DEUTSCHE BANK,2019-05-17,in
4752,69,18000,Flohr und Schüle G.M.B.H.,REVOLUT,2021-12-29,out
4753,100,22000,Buchner A.G.,N26,2018-03-13,in
4754,79,25000,Obst O.H.G,DEUTSCHE BANK,2021-02-20,out
4755,99,15000,Ammon GmbH u. Co. KG,SANTANDER,2019-09-01,in
4756,80,42000,Teuber AG,DEUTSCHE BANK,2021-03-06,in
4757,39,11000,Freudenberg K.G,DEUTSCHE BANK,2020-03-25,out
4758,88,31000,Flick und Schönberg AG & Co. KG,WISE,2020-09-10,in
4759,92,31000,Kugler und RosenbergerKommanditgesellschaft,DEUTSCHE BANK,2020-02-20,in
4760,54,41000,Förster G.m.b.H.,SANTANDER,2018-06-13,in
4761,68,32000,Träger GmbH,SANTANDER,2021-04-06,out
4762,74,38000,Heßler G.m.b.H.,REVOLUT,2018-02-21,out
4763,64,11000,Hausner GMBH,REVOLUT,2020-12-04,out
4764,2,42000,Thiele & Hammes GmbH & Co. KG,SANTANDER,2021-12-01,out
4765,4,19000,Rüger u. Geßner AG & Co. KG,DEUTSCHE BANK,2021-03-11,in
4766,37,40000,Friesen GmbH,COMMERZBANK,2021-11-17,in
4767,17,10000,Basler und Bongartz G.m.b.H.,DEUTSCHE BANK,2020-10-21,in
4768,87,22000,Hohl G.m.b.H.,COMMERZBANK,2021-12-01,out
4769,98,32000,Kellermann GMBH,DEUTSCHE BANK,2021-01-17,out
4770,41,39000,Heidrich u. Kehl GMBH,DEUTSCHE BANK,2020-03-06,out
4771,84,50000,Marschner AG u. Co. KG,COMMERZBANK,2019-11-08,out
4772,50,14000,Pabst G.m.b.H.,DEUTSCHE BANK,2021-10-01,out
4773,60,49000,Rott G.M.B.H.,DEUTSCHE BANK,2021-03-14,out
4774,32,46000,Westphal KG,SANTANDER,2018-06-09,in
4775,63,49000,Balzer GmbH und Co. KG,SANTANDER,2021-02-25,in
4776,65,40000,Grün GmbH und Co. KG,SANTANDER,2020-04-15,out
4777,77,37000,Freier u. Pütz GmbH und Co. KG,DEUTSCHE BANK,2018-02-15,in
4778,7,25000,Abt Aktiengesellschaft,WISE,2019-12-17,in
4779,51,41000,Bachmann A.G.,COMMERZBANK,2019-04-12,in
4780,71,39000,Dold G.m.b.H.,SANTANDER,2020-10-02,out
4781,34,49000,Selzer AG & Co. KG,SANTANDER,2021-07-17,out
4782,62,16000,Brock & Fischbach AG & Co. KG,SANTANDER,2018-01-24,out
4783,55,15000,SchwarzkopfGesellschaft mit beschränkter Haftung,N26,2018-08-03,out
4784,97,28000,Wittenberg und Kaps K.G,REVOLUT,2018-04-15,in
4785,56,40000,Irmer und Klatt G.M.B.H.,N26,2021-09-14,out
4786,85,31000,Schöner GmbH und Co. KG,SANTANDER,2018-07-30,out
4787,89,43000,SchottGesellschaft M.B.H.,N26,2020-02-02,in
4788,83,33000,Heyne O.H.G.,DEUTSCHE BANK,2018-05-17,in
4789,21,15000,Leder u. Beyer Gesellschaft mit beschränkter Haftung,COMMERZBANK,2019-08-20,out
4790,80,36000,Rosenthal u. Weihrauch GMBH,WISE,2019-09-23,out
4791,96,30000,Siemens und Kloß Kommanditgesellschaft,SANTANDER,2021-01-27,in
4792,61,39000,Schultz GMBH,COMMERZBANK,2018-07-24,in
4793,77,24000,Freier u. Pütz GmbH und Co. KG,SANTANDER,2021-06-10,in
4794,23,29000,Heisig Offene Handelsgesellschaft,COMMERZBANK,2018-10-04,out
4795,38,15000,Rose AG u. Co. KG,SANTANDER,2021-05-28,out
4796,47,35000,Storm & Mäder OHG,WISE,2019-11-21,out
4797,81,14000,Lampe und Wick Gesellschaft mit beschränkter Haftung,SANTANDER,2020-08-05,in
4798,32,35000,Krupp u. Möhle AG,SANTANDER,2021-03-11,out
4799,60,32000,Hantke & Utz AG u. Co. KG,COMMERZBANK,2018-05-09,in
4800,48,20000,Pagel u. Merkel GmbH und Co. KG,SANTANDER,2019-08-29,in
4801,41,17000,Rösch GmbH & Co. KG,COMMERZBANK,2018-10-22,out
4802,37,38000,Schürer OHG,SANTANDER,2018-11-25,in
4803,34,11000,Selzer AG & Co. KG,N26,2019-01-03,in
4804,56,29000,ThumAktiengesellschaft,N26,2018-07-18,in
4805,79,26000,Obst O.H.G,DEUTSCHE BANK,2020-05-17,in
4806,50,34000,WiemannGesellschaft M.B.H.,SANTANDER,2018-11-15,out
4807,71,41000,Dold G.m.b.H.,N26,2018-02-08,out
4808,42,18000,Weißmann A.G,REVOLUT,2018-09-30,in
4809,29,26000,Angermann AG,COMMERZBANK,2019-02-20,in
4810,96,26000,Henseler K.G,COMMERZBANK,2020-12-04,out
4811,15,46000,Großmann u. Kaul GmbH & Co. KG,N26,2019-11-28,in
4812,33,47000,Hunger A.G,SANTANDER,2020-03-18,out
4813,45,39000,Bürger K.G,N26,2019-10-26,out
4814,44,35000,Koenen GmbH und Co. KG,COMMERZBANK,2021-03-16,in
4815,10,49000,Daniels A.G,COMMERZBANK,2021-06-13,out
4816,31,27000,PfauAktiengesellschaft,REVOLUT,2018-05-29,in
4817,13,35000,Geiß & Zimmerer GmbH und Co. KG,REVOLUT,2020-04-02,in
4818,62,21000,Brock & Fischbach AG & Co. KG,N26,2021-10-05,in
4819,63,50000,Scheid A.G. & Co. KG,DEUTSCHE BANK,2018-02-16,in
4820,89,31000,Gies u. Hellwig A.G.,DEUTSCHE BANK,2018-04-15,in
4821,32,43000,Markert OHG,SANTANDER,2020-12-17,in
4822,11,21000,Storm GmbH,WISE,2018-12-09,out
4823,36,46000,Sahm GmbH u. Co. KG,WISE,2018-02-24,out
4824,60,10000,Kamps GmbH & Co. KG,DEUTSCHE BANK,2018-03-29,out
4825,88,49000,Freytag u. BruggerKommanditgesellschaft,SANTANDER,2018-04-29,out
4826,51,11000,Wurst und EichlerAktiengesellschaft,WISE,2018-06-09,in
4827,22,48000,Salomon und Haake AG u. Co. KG,COMMERZBANK,2021-08-19,in
4828,42,34000,Reimer K.G.,SANTANDER,2021-01-31,in
4829,84,18000,Blum GmbH u. Co. KG,N26,2019-01-09,out
4830,33,10000,Hunger A.G,REVOLUT,2021-01-23,in
4831,80,28000,Bott u. Brecht A.G.,WISE,2020-07-24,out
4832,77,48000,FrischGesellschaft mit beschränkter Haftung,WISE,2019-01-25,out
4833,19,46000,Schultz Gesellschaft M.B.H.,WISE,2019-02-23,in
4834,81,15000,Rüther G.m.b.H.,WISE,2019-04-18,in
4835,68,23000,Färber u. Königs GmbH & Co. KG,SANTANDER,2018-11-15,in
4836,40,22000,Dost GmbH u. Co. KG,N26,2021-05-30,out
4837,49,43000,Günther GmbH u. Co. KG,DEUTSCHE BANK,2020-01-05,in
4838,99,26000,Ammon GmbH u. Co. KG,COMMERZBANK,2018-10-16,in
4839,48,25000,Langner A.G.,SANTANDER,2021-04-18,in
4840,40,44000,Nguyen Offene Handelsgesellschaft,REVOLUT,2021-02-23,in
4841,8,25000,Engelhardt u. FenzlGesellschaft M.B.H.,DEUTSCHE BANK,2018-12-04,in
4842,64,37000,Grüner G.m.b.H.,COMMERZBANK,2018-05-14,in
4843,14,27000,KrebsGesellschaft mbH,WISE,2020-07-05,out
4844,43,49000,Hörner A.G,REVOLUT,2019-11-20,out
4845,50,29000,Struck und Philipps G.m.b.H.,DEUTSCHE BANK,2021-04-16,out
4846,42,18000,Reimer K.G.,DEUTSCHE BANK,2019-05-12,in
4847,60,12000,Wieser GmbH & Co. KG,SANTANDER,2019-01-03,in
4848,80,26000,Röhrig u. Lehmkuhl K.G,SANTANDER,2021-01-17,in
4849,16,23000,Doll und Koop A.G. & Co. KG,SANTANDER,2021-05-16,out
4850,31,47000,Röhl und HeyerKommanditgesellschaft,N26,2018-07-12,out
4851,13,18000,Schubert AG u. Co. KG,SANTANDER,2019-05-16,in
4852,96,30000,Rosner GMBH,SANTANDER,2020-11-05,out
